"Crosshead ";"Load ";"Time "
"mm";"kN";"sec"
"5,08626314399407E-05";"0,00919622135162354";"0,120999999344349"
"0,000457763690064894";"0,00908233642578125";"0,221000000834465"
"0,002085367896143";"0,0103122863769531";"0,321000009775162"
"0,00376383468392305";"0,0117161750793457";"0,421000003814697"
"0,00544230169907678";"0,012989538192749";"0,521000027656555"
"0,00706990567778121";"0,0142971830368042";"0,620999991893768"
"0,00874837223818759";"0,0154933567047119";"0,721000015735626"
"0,0103759766716394";"0,016744312286377";"0,820999979972839"
"0,0120035811050911";"0,0180551052093506";"0,921000003814697"
"0,0136311855385429";"0,0192084465026855";"1,02100002765656"
"0,0152587890625";"0,0203900852203369";"1,12100005149841"
"0,0168863934959518";"0,0216407890319824";"1,22099995613098"
"0,0185139979294036";"0,0228100490570068";"1,32099997997284"
"0,0201416023628553";"0,0240274505615234";"1,4210000038147"
"0,0218200693780091";"0,0252303352355957";"1,52100002765656"
"0,0234476738114608";"0,0264509220123291";"1,62100005149841"
"0,0251261408266146";"0,0275927314758301";"1,72099995613098"
"0,0267537434410769";"0,028813793182373";"1,82099997997284"
"0,0284322104562307";"0,0299339733123779";"1,9210000038147"
"0,0301106774713844";"0,0312203979492188";"2,02099990844727"
"0,0317382837238256";"0,0323710975646973";"2,12100005149841"
"0,0334167489199899";"0,0336208763122559";"2,22099995613098"
"0,0350443515344523";"0,034779914855957";"2,32100009918213"
"0,0366719577868935";"0,0359766693115234";"2,4210000038147"
"0,0382486978196539";"0,0371361083984375";"2,52099990844727"
"0,0398763040720951";"0,0382503547668457";"2,62100005149841"
"0,0415039066865575";"0,0392839241027832";"2,72099995613098"
"0,0431315129389986";"0,0405894432067871";"2,82100009918213"
"0,044809978135163";"0,041790943145752";"2,9210000038147"
"0,0464375843876041";"0,0429924049377441";"3,02099990844727"
"0,0481669121654704";"0,0440885276794434";"3,12100005149841"
"0,0498453773616347";"0,0453116226196289";"3,22099995613098"
"0,0515747087774798";"0,0465024070739746";"3,32100009918213"
"0,0532531739736442";"0,0477753028869629";"3,4210000038147"
"0,0549316428077873";"0,0489339942932129";"3,52099990844727"
"0,0566101080039516";"0,0501526947021484";"3,62100005149841"
"0,0582377142563928";"0,051257942199707";"3,72099995613098"
"0,0598653168708552";"0,0524604415893555";"3,82100009918213"
"0,0614929231232964";"0,0535394630432129";"3,9210000038147"
"0,063069659518078";"0,0547263259887695";"4,02099990844727"
"0,0647481283522211";"0,0557826385498047";"4,12099981307983"
"0,0663757309666835";"0,0569875144958496";"4,22100019454956"
"0,0680033408571035";"0,05816259765625";"4,32100009918213"
"0,069681802415289";"0,0592672996520996";"4,4210000038147"
"0,0713602712494321";"0,0604632301330566";"4,52099990844727"
"0,0730387400835752";"0,061661937713623";"4,62099981307983"
"0,0747680678614415";"0,0627445907592773";"4,72100019454956"
"0,0764465366955847";"0,0638693542480469";"4,82100009918213"
"0,078074139310047";"0,0650152816772461";"4,9210000038147"
"0,0797526081441902";"0,0662017974853516";"5,02099990844727"
"0,0814310697023757";"0,0673283462524414";"5,12099981307983"
"0,0830586795927957";"0,0685514602661133";"5,22100019454956"
"0,084686282207258";"0,0695890426635742";"5,32100009918213"
"0,0863138848217204";"0,0707742080688477";"5,4210000038147"
"0,0879414874361828";"0,0718713684082031";"5,52099990844727"
"0,0895690973266028";"0,0730932922363281";"5,62099981307983"
"0,0912475588847883";"0,0741500015258789";"5,72100019454956"
"0,0929260277189314";"0,075322868347168";"5,82100009918213"
"0,0946044965530746";"0,076590705871582";"5,9210000038147"
"0,0962829581112601";"0,0777445068359375";"6,02099990844727"
"0,098012293165084";"0,0789773788452148";"6,12099981307983"
"0,0997416209429502";"0,0801469802856445";"6,22100019454956"
"0,101369223557413";"0,081270133972168";"6,32100009918213"
"0,103047692391556";"0,0824421463012695";"6,4210000038147"
"0,104675295006018";"0,0835624771118164";"6,52099990844727"
"0,106302897620481";"0,0847119598388672";"6,62099981307983"
"0,10787964129122";"0,0858469390869141";"6,72100019454956"
"0,109507243905682";"0,0869012298583984";"6,82100009918213"
"0,111134846520144";"0,0880534896850586";"6,9210000038147"
"0,112762456410564";"0,0891366882324219";"7,02099990844727"
"0,114390059025027";"0,0902675857543945";"7,12099981307983"
"0,11606852785917";"0,0914949035644531";"7,22100019454956"
"0,117797855637036";"0,0926541976928711";"7,32100009918213"
"0,119476324471179";"0,093759391784668";"7,4210000038147"
"0,121154786029365";"0,0949867324829102";"7,52099990844727"
"0,122833254863508";"0,0960677719116211";"7,62099981307983"
"0,124511716421694";"0,0972193908691406";"7,72100019454956"
"0,126139319036156";"0,0983906784057617";"7,82100009918213"
"0,127766936202534";"0,0994617309570313";"7,9210000038147"
"0,129394538816996";"0,100552719116211";"8,02099990844727"
"0,131022141431458";"0,101723747253418";"8,12100028991699"
"0,132700602989644";"0,102796165466309";"8,2209997177124"
"0,134328205604106";"0,103998558044434";"8,32100009918213"
